,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD,type,color
9991,2018-11-21 04-AM,ETHUSD,131.23,132.17,129.65,132.17,163.15,21252.76,Rise,2
9992,2018-11-21 03-AM,ETHUSD,128.9,132.21,127.97,131.23,174.62,22778.96,Fall,0
9993,2018-11-21 02-AM,ETHUSD,124.97,131.04,124.97,128.9,86.3,11117.02,Fall,0
9994,2018-11-21 01-AM,ETHUSD,125.1,126.1,122.06,124.97,98.12,12188.56,Fall,0
9995,2018-11-21 12-AM,ETHUSD,127.53,127.53,123.51,125.1,137.73,17233.98,Rise,2
9996,2018-11-20 11-PM,ETHUSD,124.75,127.87,121.64,127.53,268.69,33625.02,Rise,2
9997,2018-11-20 10-PM,ETHUSD,130.67,131.41,124.4,124.75,231.94,29661.76,Fall,0
9998,2018-11-20 09-PM,ETHUSD,128.12,132.0,126.47,130.67,506.06,65053.6,Rise,2
9999,2018-11-20 08-PM,ETHUSD,134.55,134.55,122.0,128.12,1217.13,153674.5,Fall,0
10000,2018-11-20 07-PM,ETHUSD,135.83,137.18,134.26,134.55,106.57,14478.1,Rise,2
10001,2018-11-20 06-PM,ETHUSD,135.25,136.04,133.15,135.83,117.68,15837.08,Rise,2
10002,2018-11-20 05-PM,ETHUSD,142.09,142.09,134.84,135.25,270.22,37113.55,Fall,0
10003,2018-11-20 04-PM,ETHUSD,142.39,142.8,139.82,142.09,542.66,76638.5,Rise,2
10004,2018-11-20 03-PM,ETHUSD,136.66,142.39,136.53,142.39,784.35,108423.62,Rise,2
10005,2018-11-20 02-PM,ETHUSD,129.76,139.07,129.03,136.66,463.71,61460.05,Fall,0
10006,2018-11-20 01-PM,ETHUSD,130.01,131.03,129.0,129.76,429.92,55932.92,Fall,0
10007,2018-11-20 12-PM,ETHUSD,127.56,132.93,127.56,130.01,202.24,26458.84,Rise,2
10008,2018-11-20 11-AM,ETHUSD,131.04,131.04,127.56,127.56,664.79,86246.69,Fall,0
10009,2018-11-20 10-AM,ETHUSD,128.65,132.54,128.4,131.04,143.21,18673.41,Rise,2
10010,2018-11-20 09-AM,ETHUSD,125.0,130.0,124.14,128.65,1390.76,175260.52,Fall,0
10011,2018-11-20 08-AM,ETHUSD,133.39,133.39,120.59,125.0,1577.67,199002.3,Fall,0
10012,2018-11-20 07-AM,ETHUSD,131.98,135.71,131.29,133.39,527.18,70631.12,Rise,2
10013,2018-11-20 06-AM,ETHUSD,138.01,138.01,131.0,131.98,597.32,80016.67,Fall,0
10014,2018-11-20 05-AM,ETHUSD,142.73,143.34,137.83,138.01,877.12,123132.72,Rise,2
10015,2018-11-20 04-AM,ETHUSD,146.4,147.24,142.73,142.73,262.49,37897.5,Rise,2
10016,2018-11-20 03-AM,ETHUSD,148.02,148.12,146.21,146.4,118.27,17434.11,Rise,2
10017,2018-11-20 02-AM,ETHUSD,145.27,149.07,145.27,148.02,1066.46,156054.98,Rise,2
10018,2018-11-20 01-AM,ETHUSD,145.79,146.2,145.2,145.27,2465.18,358779.4,Fall,0
10019,2018-11-20 12-AM,ETHUSD,145.54,146.2,144.72,145.79,982.49,142768.87,Rise,2
10020,2018-11-19 11-PM,ETHUSD,145.58,148.19,145.15,145.54,359.03,52680.25,Fall,0
10021,2018-11-19 10-PM,ETHUSD,147.68,148.33,143.56,145.58,639.03,93493.83,Rise,2
10022,2018-11-19 09-PM,ETHUSD,150.3,150.41,142.49,147.68,797.79,117465.99,Rise,2
10023,2018-11-19 08-PM,ETHUSD,151.57,153.48,150.18,150.3,717.88,109225.18,Rise,2
10024,2018-11-19 07-PM,ETHUSD,150.6,152.52,149.96,151.57,273.52,41290.07,Rise,2
10025,2018-11-19 06-PM,ETHUSD,151.7,153.7,150.11,150.6,422.51,64195.86,Fall,0
10026,2018-11-19 05-PM,ETHUSD,153.06,153.06,151.59,151.7,150.79,22967.86,Rise,2
10027,2018-11-19 04-PM,ETHUSD,153.66,154.07,149.38,153.06,266.75,40432.94,Rise,2
10028,2018-11-19 03-PM,ETHUSD,153.36,155.04,151.81,153.66,156.27,23923.86,Rise,2
10029,2018-11-19 02-PM,ETHUSD,153.01,154.13,150.88,153.36,321.78,49097.72,Fall,0
10030,2018-11-19 01-PM,ETHUSD,153.81,154.02,150.14,153.01,684.52,103966.66,Fall,0
10031,2018-11-19 12-PM,ETHUSD,155.0,156.18,153.73,153.81,256.65,39845.7,Rise,2
10032,2018-11-19 11-AM,ETHUSD,157.64,157.64,155.0,155.0,150.25,23468.55,Rise,2
10033,2018-11-19 10-AM,ETHUSD,152.0,157.7,152.0,157.64,181.51,28151.61,Rise,2
10034,2018-11-19 09-AM,ETHUSD,155.69,155.86,152.0,152.0,320.58,49232.4,Fall,0
10035,2018-11-19 08-AM,ETHUSD,160.04,160.04,152.19,155.69,690.18,107098.13,Rise,2
10036,2018-11-19 07-AM,ETHUSD,161.35,161.35,159.51,160.04,327.24,52470.94,Rise,2
10037,2018-11-19 06-AM,ETHUSD,162.79,163.03,160.54,161.35,423.25,68385.59,Rise,2
10038,2018-11-19 05-AM,ETHUSD,167.83,167.93,160.0,162.79,617.67,101659.31,Rise,2
10039,2018-11-19 04-AM,ETHUSD,168.99,169.45,167.1,167.83,269.24,45292.52,Rise,2
10040,2018-11-19 03-AM,ETHUSD,169.28,169.3,168.29,168.99,46.35,7843.32,Rise,2
10041,2018-11-19 02-AM,ETHUSD,171.64,171.83,167.83,169.28,98.77,16752.3,Rise,2
10042,2018-11-19 01-AM,ETHUSD,174.66,174.66,170.87,171.64,347.95,59944.84,Rise,2
10043,2018-11-19 12-AM,ETHUSD,175.66,175.82,174.5,174.66,83.23,14560.11,Rise,2
10044,2018-11-18 11-PM,ETHUSD,173.4,175.66,173.21,175.66,106.07,18499.18,Rise,2
10045,2018-11-18 10-PM,ETHUSD,174.07,174.22,173.28,173.4,46.84,8138.92,Fall,0
10046,2018-11-18 09-PM,ETHUSD,174.13,174.25,173.22,174.07,86.36,15014.32,Rise,2
10047,2018-11-18 08-PM,ETHUSD,176.16,176.23,174.06,174.13,167.58,29352.96,Rise,2
10048,2018-11-18 07-PM,ETHUSD,177.1,179.48,175.63,176.16,291.45,51780.87,Rise,2
10049,2018-11-18 06-PM,ETHUSD,173.22,177.1,173.12,177.1,200.94,35128.9,Rise,2
10050,2018-11-18 05-PM,ETHUSD,174.26,174.37,173.09,173.22,121.24,21056.09,Fall,0
10051,2018-11-18 04-PM,ETHUSD,173.75,174.75,172.8,174.26,173.06,30079.05,Rise,2
10052,2018-11-18 03-PM,ETHUSD,173.73,173.77,173.46,173.75,62.8,10905.33,Fall,0
10053,2018-11-18 02-PM,ETHUSD,173.33,173.85,173.16,173.73,46.19,8016.79,Fall,0
10054,2018-11-18 01-PM,ETHUSD,173.84,173.95,173.29,173.33,35.16,6109.82,Fall,0
10055,2018-11-18 12-PM,ETHUSD,173.32,173.99,173.19,173.84,51.75,8984.61,Rise,2
10056,2018-11-18 11-AM,ETHUSD,172.88,173.49,172.87,173.32,61.11,10591.03,Fall,0
10057,2018-11-18 10-AM,ETHUSD,174.02,174.04,172.88,172.88,9.81,1698.35,Fall,0
10058,2018-11-18 09-AM,ETHUSD,173.98,174.44,173.98,174.02,11.17,1944.2,Rise,2
10059,2018-11-18 08-AM,ETHUSD,174.27,174.33,173.88,173.98,17.66,3074.0,Fall,0
10060,2018-11-18 07-AM,ETHUSD,174.9,175.18,174.27,174.27,26.71,4661.81,Rise,2
10061,2018-11-18 06-AM,ETHUSD,175.0,175.28,174.59,174.9,46.58,8149.1,Rise,2
10062,2018-11-18 05-AM,ETHUSD,174.49,175.0,174.36,175.0,19.62,3427.08,Rise,2
10063,2018-11-18 04-AM,ETHUSD,174.68,174.71,174.46,174.49,88.11,15379.55,Fall,0
10064,2018-11-18 03-AM,ETHUSD,173.39,174.72,173.39,174.68,62.87,10972.93,Rise,2
10065,2018-11-18 02-AM,ETHUSD,172.69,173.39,172.69,173.39,42.87,7417.88,Fall,0
10066,2018-11-18 01-AM,ETHUSD,173.16,173.16,172.41,172.69,129.42,22344.98,Fall,0
10067,2018-11-18 12-AM,ETHUSD,172.66,173.31,172.42,173.16,40.11,6928.39,Rise,2
10068,2018-11-17 11-PM,ETHUSD,172.75,172.75,172.24,172.66,3.27,564.31,Fall,0
10069,2018-11-17 10-PM,ETHUSD,172.32,172.75,171.69,172.75,91.22,15720.12,Rise,2
10070,2018-11-17 09-PM,ETHUSD,172.62,172.62,172.19,172.32,19.28,3323.71,Fall,0
10071,2018-11-17 08-PM,ETHUSD,172.27,172.92,172.0,172.62,76.94,13265.37,Rise,2
10072,2018-11-17 07-PM,ETHUSD,172.38,172.89,172.19,172.27,74.72,12889.35,Fall,0
10073,2018-11-17 06-PM,ETHUSD,171.04,173.37,169.56,172.38,776.8,132887.14,Rise,2
10074,2018-11-17 05-PM,ETHUSD,172.29,172.39,170.92,171.04,33.08,5683.05,Fall,0
10075,2018-11-17 04-PM,ETHUSD,170.91,172.29,170.91,172.29,10.03,1720.32,Rise,2
10076,2018-11-17 03-PM,ETHUSD,171.46,171.63,170.91,170.91,176.7,30258.86,Fall,0
10077,2018-11-17 02-PM,ETHUSD,171.99,171.99,171.12,171.46,12.63,2165.46,Rise,2
10078,2018-11-17 01-PM,ETHUSD,172.29,172.38,171.63,171.99,99.9,17185.81,Rise,2
10079,2018-11-17 12-PM,ETHUSD,172.64,172.73,172.18,172.29,35.36,6094.98,Rise,2
10080,2018-11-17 11-AM,ETHUSD,172.17,172.99,172.15,172.64,35.87,6189.1,Rise,2
10081,2018-11-17 10-AM,ETHUSD,172.83,172.83,171.67,172.17,97.56,16812.3,Fall,0
10082,2018-11-17 09-AM,ETHUSD,173.01,173.67,172.81,172.83,34.35,5946.3,Rise,2
10083,2018-11-17 08-AM,ETHUSD,172.96,173.38,172.96,173.01,92.19,15967.18,Rise,2
10084,2018-11-17 07-AM,ETHUSD,172.27,172.97,171.92,172.96,12.01,2071.03,Fall,0
10085,2018-11-17 06-AM,ETHUSD,171.66,172.65,170.0,172.27,374.69,63894.12,Fall,0
10086,2018-11-17 05-AM,ETHUSD,171.42,172.07,171.29,171.66,6.86,1177.79,Fall,0
10087,2018-11-17 04-AM,ETHUSD,171.0,172.27,170.24,171.42,25.37,4339.96,Fall,0
10088,2018-11-17 03-AM,ETHUSD,171.73,171.95,171.0,171.0,93.83,16107.54,Fall,0
10089,2018-11-17 02-AM,ETHUSD,172.11,172.16,170.96,171.73,92.31,15823.7,Rise,2
10090,2018-11-17 01-AM,ETHUSD,172.22,173.19,171.97,172.11,25.78,4454.62,Rise,2
10091,2018-11-17 12-AM,ETHUSD,172.53,172.62,171.67,172.22,23.45,4040.65,Rise,2
10092,2018-11-16 11-PM,ETHUSD,169.02,172.73,169.02,172.53,83.86,14459.74,Rise,2
10093,2018-11-16 10-PM,ETHUSD,170.78,171.07,169.02,169.02,12.98,2206.37,Fall,0
10094,2018-11-16 09-PM,ETHUSD,173.07,173.07,170.5,170.78,74.8,12854.72,Rise,2
10095,2018-11-16 08-PM,ETHUSD,173.11,173.34,172.06,173.07,40.74,7029.46,Rise,2
10096,2018-11-16 07-PM,ETHUSD,174.42,175.22,173.11,173.11,50.61,8798.36,Rise,2
10097,2018-11-16 06-PM,ETHUSD,175.0,175.0,174.35,174.42,1.2,209.21,Rise,2
10098,2018-11-16 05-PM,ETHUSD,175.64,175.71,174.86,175.0,12.57,2202.53,Rise,2
10099,2018-11-16 04-PM,ETHUSD,175.0,176.69,175.0,175.64,28.98,5092.86,Rise,2
10100,2018-11-16 03-PM,ETHUSD,175.86,175.92,175.0,175.0,39.48,6939.05,Fall,0
10101,2018-11-16 02-PM,ETHUSD,176.34,176.44,175.23,175.86,76.14,13382.25,Rise,2
10102,2018-11-16 01-PM,ETHUSD,176.8,176.8,175.76,176.34,1.96,344.86,Rise,2
10103,2018-11-16 12-PM,ETHUSD,177.07,177.07,175.29,176.8,5.51,969.23,Rise,2
10104,2018-11-16 11-AM,ETHUSD,176.55,177.35,176.55,177.07,1.31,232.72,Rise,2
10105,2018-11-16 10-AM,ETHUSD,174.51,177.02,174.51,176.55,44.18,7796.39,Fall,0
10106,2018-11-16 09-AM,ETHUSD,176.48,176.48,173.4,174.51,97.29,17037.37,Fall,0
10107,2018-11-16 08-AM,ETHUSD,176.98,177.16,175.65,176.48,249.31,44078.5,Rise,2
10108,2018-11-16 07-AM,ETHUSD,177.43,177.81,176.71,176.98,31.44,5571.23,Rise,2
10109,2018-11-16 06-AM,ETHUSD,176.93,177.43,176.38,177.43,64.54,11420.97,Rise,2
10110,2018-11-16 05-AM,ETHUSD,176.91,177.45,176.64,176.93,189.74,33573.24,Fall,0
10111,2018-11-16 04-AM,ETHUSD,178.27,178.27,176.88,176.91,65.53,11618.19,Fall,0
10112,2018-11-16 03-AM,ETHUSD,177.32,178.27,177.32,178.27,146.96,26128.7,Rise,2
10113,2018-11-16 02-AM,ETHUSD,176.22,177.35,176.1,177.32,149.28,26448.38,Fall,0
10114,2018-11-16 01-AM,ETHUSD,176.98,177.43,175.89,176.22,152.07,26927.14,Fall,0
10115,2018-11-16 12-AM,ETHUSD,177.96,179.0,176.88,176.98,130.62,23252.0,Rise,2
10116,2018-11-15 11-PM,ETHUSD,174.71,177.96,174.71,177.96,471.98,83634.17,Rise,2
10117,2018-11-15 10-PM,ETHUSD,175.0,175.79,173.78,174.71,22.22,3872.45,Fall,0
10118,2018-11-15 09-PM,ETHUSD,175.65,175.65,173.66,175.0,146.76,25594.96,Rise,2
10119,2018-11-15 08-PM,ETHUSD,178.95,178.96,175.63,175.65,142.82,25305.21,Rise,2
10120,2018-11-15 07-PM,ETHUSD,175.69,179.0,175.57,178.95,40.45,7212.99,Rise,2
10121,2018-11-15 06-PM,ETHUSD,175.78,176.16,174.35,175.69,22.68,3983.13,Fall,0
10122,2018-11-15 05-PM,ETHUSD,175.3,177.11,174.7,175.78,136.37,24037.09,Rise,2
10123,2018-11-15 04-PM,ETHUSD,174.5,176.89,171.0,175.3,575.32,100163.89,Fall,0
10124,2018-11-15 03-PM,ETHUSD,165.46,175.9,165.4,174.5,768.53,132711.64,Fall,0
10125,2018-11-15 02-PM,ETHUSD,172.18,172.18,165.46,165.46,505.53,85340.51,Fall,0
10126,2018-11-15 01-PM,ETHUSD,171.77,173.0,171.51,172.18,40.27,6928.17,Rise,2
10127,2018-11-15 12-PM,ETHUSD,171.82,173.69,171.77,171.77,36.34,6286.44,Fall,0
10128,2018-11-15 11-AM,ETHUSD,172.68,173.14,170.92,171.82,249.18,42913.25,Rise,2
10129,2018-11-15 10-AM,ETHUSD,175.8,176.3,169.56,172.68,426.07,73262.54,Rise,2
10130,2018-11-15 09-AM,ETHUSD,174.6,176.6,174.5,175.8,1013.52,177899.45,Rise,2
10131,2018-11-15 08-AM,ETHUSD,177.13,177.73,174.6,174.6,381.45,67583.36,Fall,0
10132,2018-11-15 07-AM,ETHUSD,175.19,177.59,175.13,177.13,70.93,12542.81,Rise,2
10133,2018-11-15 06-AM,ETHUSD,173.93,175.37,173.93,175.19,72.69,12722.62,Fall,0
10134,2018-11-15 05-AM,ETHUSD,173.96,174.74,173.5,173.93,90.4,15776.45,Fall,0
10135,2018-11-15 04-AM,ETHUSD,175.86,175.86,171.85,173.96,94.16,16298.9,Rise,2
10136,2018-11-15 03-AM,ETHUSD,173.91,176.0,173.91,175.86,243.1,42646.88,Rise,2
10137,2018-11-15 02-AM,ETHUSD,176.93,176.93,172.63,173.91,244.6,42882.96,Fall,0
10138,2018-11-15 01-AM,ETHUSD,177.97,178.42,176.49,176.93,123.8,21967.38,Rise,2
10139,2018-11-15 12-AM,ETHUSD,178.12,180.0,177.0,177.97,409.96,73275.01,Rise,2
10140,2018-11-14 11-PM,ETHUSD,175.71,178.78,174.35,178.12,131.68,23262.46,Rise,2
10141,2018-11-14 10-PM,ETHUSD,176.02,176.27,173.0,175.71,140.45,24551.99,Fall,0
10142,2018-11-14 09-PM,ETHUSD,171.23,178.57,169.47,176.02,714.56,123720.87,Rise,2
10143,2018-11-14 08-PM,ETHUSD,173.43,174.04,165.13,171.23,964.06,162179.95,Fall,0
10144,2018-11-14 07-PM,ETHUSD,175.89,177.4,168.76,173.43,988.97,169526.77,Rise,2
10145,2018-11-14 06-PM,ETHUSD,181.95,183.36,175.01,175.89,379.11,67941.04,Rise,2
10146,2018-11-14 05-PM,ETHUSD,180.79,185.25,176.82,181.95,1130.35,203547.67,Rise,2
10147,2018-11-14 04-PM,ETHUSD,186.11,188.63,168.0,180.79,3921.29,698520.44,Fall,0
10148,2018-11-14 03-PM,ETHUSD,195.64,195.64,185.48,186.11,870.38,166698.14,Rise,2
10149,2018-11-14 02-PM,ETHUSD,198.1,198.1,195.53,195.64,390.22,76581.58,Rise,2
10150,2018-11-14 01-PM,ETHUSD,198.5,198.63,197.1,198.1,38.88,7689.96,Rise,2
10151,2018-11-14 12-PM,ETHUSD,199.0,199.49,198.5,198.5,5.79,1151.53,Rise,2
10152,2018-11-14 11-AM,ETHUSD,198.53,199.24,197.79,199.0,172.46,34242.56,Rise,2
10153,2018-11-14 10-AM,ETHUSD,199.01,199.73,195.96,198.53,372.9,73513.87,Fall,0
10154,2018-11-14 09-AM,ETHUSD,203.82,203.82,198.25,199.01,329.77,66137.15,Rise,2
10155,2018-11-14 08-AM,ETHUSD,203.82,203.82,203.82,203.82,0.0,0.0,Rise,2
10156,2018-11-14 07-AM,ETHUSD,204.42,204.42,203.82,203.82,3.15,643.29,Stag,1
10157,2018-11-14 06-AM,ETHUSD,204.2,204.6,204.2,204.42,3.54,723.87,Rise,2
10158,2018-11-14 05-AM,ETHUSD,204.12,204.2,203.82,204.2,13.61,2778.71,Fall,0
10159,2018-11-14 04-AM,ETHUSD,203.88,204.2,203.88,204.12,7.94,1621.59,Fall,0
10160,2018-11-14 03-AM,ETHUSD,203.6,203.95,203.6,203.88,6.71,1367.48,Fall,0
10161,2018-11-14 02-AM,ETHUSD,203.91,204.1,203.6,203.6,22.89,4661.57,Fall,0
10162,2018-11-14 01-AM,ETHUSD,203.66,203.91,203.19,203.91,10.21,2079.87,Rise,2
10163,2018-11-14 12-AM,ETHUSD,203.24,203.66,203.0,203.66,8.06,1635.46,Fall,0
10164,2018-11-13 11-PM,ETHUSD,203.83,203.95,203.03,203.24,5.99,1217.85,Fall,0
10165,2018-11-13 10-PM,ETHUSD,203.66,203.83,203.32,203.83,11.55,2348.77,Rise,2
10166,2018-11-13 09-PM,ETHUSD,204.2,204.2,203.66,203.66,91.66,18682.33,Fall,0
10167,2018-11-13 08-PM,ETHUSD,203.65,204.4,203.65,204.2,21.47,4379.76,Rise,2
10168,2018-11-13 07-PM,ETHUSD,203.0,204.51,203.0,203.65,34.17,6957.94,Fall,0
10169,2018-11-13 06-PM,ETHUSD,206.26,206.57,203.0,203.0,257.55,52752.89,Fall,0
10170,2018-11-13 05-PM,ETHUSD,207.39,207.61,206.26,206.26,27.09,5614.3,Rise,2
10171,2018-11-13 04-PM,ETHUSD,206.27,207.39,205.96,207.39,101.22,20852.91,Rise,2
10172,2018-11-13 03-PM,ETHUSD,205.6,206.27,205.6,206.27,0.3493,72.03,Fall,0
10173,2018-11-13 02-PM,ETHUSD,206.0,206.0,205.54,205.6,9.79,2012.11,Fall,0
10174,2018-11-13 01-PM,ETHUSD,206.15,206.25,206.0,206.0,4.09,843.48,Rise,2
10175,2018-11-13 12-PM,ETHUSD,206.59,206.59,206.15,206.15,30.18,6221.74,Rise,2
10176,2018-11-13 11-AM,ETHUSD,205.65,206.59,205.41,206.59,25.08,5176.52,Rise,2
10177,2018-11-13 10-AM,ETHUSD,205.31,205.66,205.31,205.65,5.55,1141.07,Fall,0
10178,2018-11-13 09-AM,ETHUSD,204.82,205.31,204.46,205.31,105.07,21521.74,Fall,0
10179,2018-11-13 08-AM,ETHUSD,205.55,206.59,204.82,204.82,149.4,30694.08,Fall,0
10180,2018-11-13 07-AM,ETHUSD,206.59,206.59,205.55,205.55,140.99,29001.26,Rise,2
10181,2018-11-13 06-AM,ETHUSD,206.4,207.2,206.4,206.59,51.87,10746.3,Rise,2
10182,2018-11-13 05-AM,ETHUSD,207.45,207.45,206.4,206.4,143.66,29657.9,Fall,0
10183,2018-11-13 04-AM,ETHUSD,206.83,207.45,206.83,207.45,46.12,9560.56,Rise,2
10184,2018-11-13 03-AM,ETHUSD,206.83,206.83,206.83,206.83,38.68,7999.35,Fall,0
10185,2018-11-13 02-AM,ETHUSD,206.49,206.83,205.32,206.83,75.98,15651.4,Stag,1
10186,2018-11-13 01-AM,ETHUSD,208.26,208.26,206.27,206.49,7.71,1597.06,Fall,0
10187,2018-11-13 12-AM,ETHUSD,208.82,208.85,208.24,208.26,59.58,12438.84,Rise,2
10188,2018-11-12 11-PM,ETHUSD,208.13,208.82,208.13,208.82,2.78,579.78,Rise,2
10189,2018-11-12 10-PM,ETHUSD,208.68,208.68,207.67,208.13,7.19,1496.12,Fall,0
10190,2018-11-12 09-PM,ETHUSD,208.84,209.15,208.68,208.68,2.96,618.99,Rise,2
10191,2018-11-12 08-PM,ETHUSD,209.0,209.15,208.84,208.84,182.67,38175.09,Rise,2
10192,2018-11-12 07-PM,ETHUSD,208.25,209.0,208.06,209.0,12.88,2687.27,Rise,2
10193,2018-11-12 06-PM,ETHUSD,208.53,208.79,208.25,208.25,21.28,4432.74,Fall,0
10194,2018-11-12 05-PM,ETHUSD,209.82,209.86,208.53,208.53,13.58,2842.01,Rise,2
10195,2018-11-12 04-PM,ETHUSD,210.0,210.0,209.82,209.82,13.55,2845.2,Rise,2
10196,2018-11-12 03-PM,ETHUSD,210.83,210.83,210.0,210.0,2.52,530.44,Rise,2
10197,2018-11-12 02-PM,ETHUSD,210.15,210.83,210.15,210.83,18.84,3966.88,Rise,2
10198,2018-11-12 01-PM,ETHUSD,211.03,211.03,210.15,210.15,0.6337,133.38,Fall,0
10199,2018-11-12 12-PM,ETHUSD,209.49,211.03,209.49,211.03,96.98,20429.65,Rise,2
10200,2018-11-12 11-AM,ETHUSD,209.49,209.49,208.95,209.49,10.79,2255.92,Fall,0
10201,2018-11-12 10-AM,ETHUSD,209.18,209.49,209.18,209.49,7.01,1469.3,Stag,1
10202,2018-11-12 09-AM,ETHUSD,209.79,209.79,209.18,209.18,11.09,2320.12,Fall,0
10203,2018-11-12 08-AM,ETHUSD,209.03,209.79,208.06,209.79,27.95,5834.18,Rise,2
10204,2018-11-12 07-AM,ETHUSD,209.76,209.76,209.03,209.03,2.52,527.55,Fall,0
10205,2018-11-12 06-AM,ETHUSD,210.49,210.49,209.76,209.76,0.4057,85.1,Rise,2
10206,2018-11-12 05-AM,ETHUSD,210.5,210.5,210.49,210.49,0.8577,180.53,Rise,2
10207,2018-11-12 04-AM,ETHUSD,211.0,211.0,210.5,210.5,1.31,275.78,Rise,2
10208,2018-11-12 03-AM,ETHUSD,211.0,211.0,211.0,211.0,0.0,0.0,Rise,2
10209,2018-11-12 02-AM,ETHUSD,211.0,211.0,211.0,211.0,0.0,0.0,Stag,1
10210,2018-11-12 01-AM,ETHUSD,211.0,211.0,211.0,211.0,0.2103,44.38,Stag,1
10211,2018-11-12 12-AM,ETHUSD,209.85,211.0,209.85,211.0,9.64,2031.89,Stag,1
10212,2018-11-11 11-PM,ETHUSD,207.83,209.85,207.83,209.85,3.82,800.43,Fall,0
10213,2018-11-11 10-PM,ETHUSD,207.83,207.83,207.83,207.83,0.0,0.0,Fall,0
10214,2018-11-11 09-PM,ETHUSD,208.57,208.7,207.83,207.83,3.23,672.02,Stag,1
10215,2018-11-11 08-PM,ETHUSD,209.03,209.03,208.17,208.57,13.79,2874.08,Rise,2
10216,2018-11-11 07-PM,ETHUSD,208.1,209.25,208.1,209.03,40.22,8402.45,Rise,2
10217,2018-11-11 06-PM,ETHUSD,207.57,208.1,207.51,208.1,6.22,1290.51,Fall,0
10218,2018-11-11 05-PM,ETHUSD,207.66,207.66,207.12,207.57,5.11,1060.53,Fall,0
10219,2018-11-11 04-PM,ETHUSD,208.0,208.14,206.77,207.66,85.33,17678.44,Rise,2
10220,2018-11-11 03-PM,ETHUSD,210.16,210.16,206.7,208.0,217.93,45105.39,Rise,2
10221,2018-11-11 02-PM,ETHUSD,209.9,210.31,209.8,210.16,21.63,4543.46,Rise,2
10222,2018-11-11 01-PM,ETHUSD,210.09,210.43,209.8,209.9,18.6,3903.62,Fall,0
10223,2018-11-11 12-PM,ETHUSD,210.26,210.5,210.0,210.09,21.79,4577.08,Rise,2
10224,2018-11-11 11-AM,ETHUSD,210.04,210.46,210.04,210.26,2.62,550.38,Rise,2
10225,2018-11-11 10-AM,ETHUSD,210.9,210.9,209.89,210.04,24.14,5073.98,Fall,0
10226,2018-11-11 09-AM,ETHUSD,211.19,211.35,210.89,210.9,52.14,11015.94,Rise,2
10227,2018-11-11 08-AM,ETHUSD,210.57,211.33,210.57,211.19,0.7996,168.97,Rise,2
10228,2018-11-11 07-AM,ETHUSD,210.52,210.57,210.52,210.57,17.84,3755.98,Fall,0
10229,2018-11-11 06-AM,ETHUSD,209.92,210.52,209.92,210.52,18.79,3945.41,Fall,0
10230,2018-11-11 05-AM,ETHUSD,210.44,210.44,209.9,209.92,3.99,838.41,Fall,0
10231,2018-11-11 04-AM,ETHUSD,210.0,210.44,210.0,210.44,1.86,391.01,Rise,2
10232,2018-11-11 03-AM,ETHUSD,210.9,210.9,209.53,210.0,22.61,4743.44,Fall,0
10233,2018-11-11 02-AM,ETHUSD,211.62,211.62,210.9,210.9,0.2365,49.88,Rise,2
10234,2018-11-11 01-AM,ETHUSD,210.62,211.62,210.59,211.62,12.06,2549.44,Rise,2
10235,2018-11-11 12-AM,ETHUSD,210.55,210.62,210.55,210.62,0.6991,147.26,Fall,0
10236,2018-11-10 11-PM,ETHUSD,211.44,211.44,210.46,210.55,2.48,521.04,Fall,0
10237,2018-11-10 10-PM,ETHUSD,211.84,211.84,211.43,211.44,5.48,1160.01,Rise,2
10238,2018-11-10 09-PM,ETHUSD,211.84,211.84,211.84,211.84,0.0,0.0,Rise,2
10239,2018-11-10 08-PM,ETHUSD,211.81,211.84,211.81,211.84,0.0945,20.02,Stag,1
10240,2018-11-10 07-PM,ETHUSD,211.0,211.81,211.0,211.81,11.21,2370.98,Fall,0
10241,2018-11-10 06-PM,ETHUSD,212.26,212.26,211.0,211.0,24.26,5130.49,Fall,0
10242,2018-11-10 05-PM,ETHUSD,212.13,212.58,211.93,212.26,3.66,776.94,Rise,2
10243,2018-11-10 04-PM,ETHUSD,211.68,212.39,211.68,212.13,18.11,3840.76,Fall,0
10244,2018-11-10 03-PM,ETHUSD,211.2,211.69,211.2,211.68,155.49,32899.9,Fall,0
10245,2018-11-10 02-PM,ETHUSD,211.52,211.72,211.14,211.2,34.73,7341.65,Fall,0
10246,2018-11-10 01-PM,ETHUSD,211.1,212.0,211.1,211.52,11.41,2415.6,Rise,2
10247,2018-11-10 12-PM,ETHUSD,210.17,211.58,210.17,211.1,41.83,8827.65,Fall,0
10248,2018-11-10 11-AM,ETHUSD,209.45,210.26,209.25,210.17,22.91,4801.57,Fall,0
10249,2018-11-10 10-AM,ETHUSD,209.81,209.89,209.08,209.45,2.6,545.03,Fall,0
10250,2018-11-10 09-AM,ETHUSD,209.73,210.24,209.3,209.81,160.29,33601.38,Rise,2
10251,2018-11-10 08-AM,ETHUSD,210.29,210.46,209.73,209.73,3.71,777.9,Fall,0
10252,2018-11-10 07-AM,ETHUSD,210.19,210.47,210.19,210.29,14.26,2999.6,Rise,2
10253,2018-11-10 06-AM,ETHUSD,210.71,210.71,210.19,210.19,6.14,1291.07,Fall,0
